Price,Levy,Prod. year,Category,Leather interior,Fuel type,Engine volume,Cylinders,Gear box type,Drive wheels,Color,Airbags,Make model,Mileage (mi)
15053,765,2015,Sedan,Yes,LPG,2,4.0,Automatic,Front,Silver,4,HYUNDAI Sonata,364394
20071,0,2012,Sedan,No,Petrol,2.5,4.0,Tiptronic,Front,Silver,6,TOYOTA Camry,159071
17249,0,2010,Jeep,No,Petrol,3,6.0,Automatic,4x4,Black,6,FORD Escape 3.0,103542
24239,502,2013,Hatchback,Yes,Petrol,1.5,4.0,Automatic,Front,Blue,4,HONDA FIT,12490
5645,891,2016,Sedan,Yes,LPG,2,4.0,Automatic,Front,Orange,4,HYUNDAI Sonata,370896
13172,779,2013,Sedan,No,Petrol,2.5,4.0,Automatic,Front,Grey,0,FORD Fusion,129694
5209,447,2013,Hatchback,Yes,Petrol,1.3,4.0,Automatic,Front,Silver,4,HONDA FIT,43011
2979,1203,2011,Sedan,Yes,Petrol,3.6,6.0,Automatic,Rear,Black,12,DODGE Ramcharger,156743
17249,2971,1995,Sedan,Yes,Petrol,3.6,6.0,Automatic,Rear,Silver,2,MERCEDES-BENZ C 36 AMG,93206
19757,1051,2016,Sedan,No,Petrol,2.4,4.0,Tiptronic,Front,Silver,12,HYUNDAI Sonata,51698
7527,0,2000,Sedan,No,Petrol,1.6,4.0,Automatic,Front,White,4,OPEL Vectra B,6904
41811,831,2017,Jeep,Yes,Diesel,1.6,4.0,Automatic,Front,Silver,4,SSANGYONG Actyon,57556
40340,640,2013,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Black,4,SSANGYONG REXTON,71320
7213,0,1991,Microbus,No,Diesel,2.5,7.0,Manual,Rear,White,1,FORD Transit Fff,69041
15681,585,2013,Sedan,Yes,Hybrid,1.8,4.0,Tiptronic,Front,Grey,8,TOYOTA Prius,0
5018,779,2013,Sedan,Yes,Hybrid,2.5,4.0,Automatic,Front,Black,12,TOYOTA Camry,118402
14740,0,1999,Microbus,No,Diesel,2.5 Turbo,4.0,Manual,Rear,Red,2,FORD Transit,202835
13485,0,2009,Sedan,No,Hybrid,1.5,4.0,Automatic,Front,Black,4,TOYOTA Prius,178955
51166,765,2015,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Grey,4,JEEP Cherokee,84225
2430,753,2012,Jeep,Yes,Petrol,2.4,4.0,Automatic,Front,Silver,12,GMC TERRAIN,126790
8467,1249,2017,Jeep,Yes,Petrol,2.5,4.0,Automatic,4x4,Blue,0,SUBARU Forester,180020
24123,642,2012,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Black,4,SSANGYONG Korando,82242
9408,0,2000,Sedan,No,CNG,2,4.0,Tiptronic,Rear,Silver,6,MERCEDES-BENZ C 180,11806
16308,0,2011,Sedan,Yes,Hybrid,2.4,4.0,Tiptronic,Front,Black,10,HYUNDAI Sonata,66487
4547,614,2009,Sedan,Yes,Petrol,1.2,4.0,Automatic,Front,Blue,4,DAEWOO Gentra,106340
25000,1816,2014,Jeep,Yes,Diesel,2.2,4.0,Tiptronic,4x4,Red,8,MAZDA CX-5,36661
25089,501,2014,Hatchback,Yes,Petrol,1.5,4.0,Automatic,Front,Black,4,TOYOTA Aqua,60149
48610,1058,2012,Jeep,Yes,Hybrid,3.5,6.0,Tiptronic,4x4,White,12,TOYOTA Highlander,46603
3293,761,2010,Hatchback,Yes,Hybrid,1.8,4.0,Automatic,Front,White,12,TOYOTA Prius,99035
27911,585,2013,Sedan,Yes,Petrol,1.8,4.0,Automatic,Front,Silver,4,HONDA Civic,55923
59831,640,2013,Coupe,Yes,Petrol,2,4.0,Automatic,Front,Black,4,HYUNDAI Genesis,33483
13172,891,2016,Sedan,Yes,LPG,2,4.0,Automatic,Front,Orange,4,HYUNDAI Sonata,222778
21940,642,2012,Pickup,Yes,Diesel,2,4.0,Automatic,Front,White,4,SSANGYONG Korando,125453
20698,639,2014,Sedan,Yes,Petrol,2.0 Turbo,4.0,Automatic,Front,Red,12,HYUNDAI Sonata,48467
13172,0,2005,Jeep,No,Petrol,2.4,4.0,Automatic,4x4,Black,4,HONDA Cr-v,93206
5331,0,1996,Sedan,No,CNG,2,4.0,Manual,Rear,Black,2,MERCEDES-BENZ C 200,189656
22843,642,2012,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Silver,4,SSANGYONG Korando,54597
17876,333,2014,Sedan,No,Hybrid,2,4.0,Variator,Front,White,8,FORD Fusion,68475
25716,640,2013,Jeep,Yes,Diesel,2,4.0,Automatic,Front,White,4,HYUNDAI Santa FE,22654
4861,0,1996,Sedan,No,Petrol,1.8,4.0,Manual,Front,Golden,2,OPEL Vectra,198217
15681,891,2016,Sedan,Yes,LPG,2,4.0,Automatic,Front,Silver,4,HYUNDAI Sonata,165233
11447,0,2002,Sedan,Yes,Petrol,2.5,4.0,Tiptronic,Rear,Silver,10,BMW 525,99419
37320,0,2006,Sedan,Yes,Petrol,3.5,6.0,Tiptronic,Rear,Black,8,MERCEDES-BENZ S 350,109361
4077,0,1995,Hatchback,No,Petrol,1.6,4.0,Automatic,Rear,Black,1,BMW 316,155343
1960,781,2012,Sedan,Yes,Hybrid,2.5,4.0,Automatic,Front,Black,0,FORD Fusion,233550
27946,528,2014,Sedan,Yes,Diesel,1.6,4.0,Automatic,Front,White,4,HYUNDAI Elantra,63474
2600,0,2000,Hatchback,No,Petrol,1.1,4.0,Manual,Front,Black,2,FIAT Cinquecento,105633
13172,761,2010,Sedan,No,Hybrid,1.8,4.0,Variator,Front,Grey,12,HONDA FIT,228665
23138,707,2011,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Silver,4,HYUNDAI Santa FE,119201
46728,1811,2010,Jeep,Yes,Petrol,4.6,8.0,Automatic,4x4,Black,0,LEXUS GX 460,162036
42337,0,2010,Jeep,No,Diesel,3.0 Turbo,6.0,Manual,4x4,Blue,6,NISSAN Patrol,104300
13485,0,2013,Sedan,No,Hybrid,1.5,4.0,Automatic,Front,Silver,6,TOYOTA Aqua,75186
14113,761,2010,Sedan,No,Hybrid,1.8,4.0,Automatic,Front,Black,12,TOYOTA Prius,112482
29793,0,2010,Jeep,Yes,Petrol,3.5,6.0,Automatic,4x4,Black,10,HONDA Pilot,10563
31047,1820,2019,Sedan,Yes,Petrol,3.5,6.0,Automatic,Rear,Silver,12,TOYOTA Tacoma,10900
1725,934,2015,Sedan,Yes,Petrol,2.5,4.0,Automatic,Front,Black,12,NISSAN Altima,101827
13500,0,2004,Sedan,Yes,Petrol,3,6.0,Tiptronic,Rear,Silver,8,BMW 5.30E+62,130488
21395,642,2012,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Grey,4,HYUNDAI Tucson,105530
4234,0,1997,Sedan,No,Petrol,2.5,6.0,Automatic,Rear,Black,2,BMW 325,139897
3607,781,2012,Sedan,Yes,Hybrid,2.5,4.0,Automatic,Front,White,12,TOYOTA Camry,97256
3293,586,2012,Sedan,Yes,Petrol,1.8,4.0,Automatic,Front,White,12,HONDA Civic,77366
10663,0,2006,Sedan,Yes,CNG,3.5,6.0,Tiptronic,4x4,Silver,10,NISSAN Fuga,111847
26475,531,2012,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Grey,4,HYUNDAI Elantra,47147
10663,645,2011,Hatchback,Yes,Petrol,1.8,4.0,Automatic,Front,Black,10,NISSAN Versa,88856
37320,1481,2017,Jeep,Yes,Petrol,3,6.0,Automatic,4x4,White,12,MERCEDES-BENZ GLE 350,32202
15994,1172,2011,Coupe,Yes,Diesel,3.5,6.0,Automatic,Rear,Silver,12,MERCEDES-BENZ E 350,105900
3607,761,2010,Sedan,Yes,Petrol,1.8,4.0,Automatic,Front,Silver,12,TOYOTA Corolla,180372
9408,0,2002,Sedan,No,CNG,2.4,4.0,Automatic,4x4,Blue,6,TOYOTA Ipsum,142294
10117,645,2011,Sedan,Yes,Petrol,1.8,4.0,Automatic,Front,Grey,4,CHEVROLET Cruze,105633
28830,640,2013,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Silver,4,HYUNDAI Tucson,82033
24891,0,2011,Hatchback,No,Petrol,1.8,4.0,Automatic,Front,Black,2,NISSAN Versa,33138
3000,0,1995,Sedan,No,CNG,1.8,4.0,Manual,Front,White,1,VOLKSWAGEN Jetta,684130
30891,697,2015,Sedan,Yes,Petrol,1.8,4.0,Automatic,Front,Silver,4,HONDA Civic,62546
24148,0,2014,Sedan,Yes,Hybrid,2.4,6.0,Variator,Front,Grey,12,TOYOTA Camry,94448
46207,1375,2015,Sedan,Yes,Petrol,3.8,4.0,Automatic,Front,White,4,HYUNDAI Genesis,75657
5200,1236,2011,Hatchback,No,Petrol,1.3,4.0,Automatic,Front,White,4,HONDA FIT,89477
43952,1249,2017,Universal,Yes,Diesel,2.5,4.0,Automatic,Front,Grey,4,HYUNDAI H1,69372
2430,697,2015,Sedan,Yes,Petrol,1.8,4.0,Automatic,Front,Grey,12,VOLKSWAGEN Passat,88157
55515,891,2016,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Silver,4,HYUNDAI Santa FE,40197
94083,1104,2015,Jeep,Yes,Diesel,3.0 Turbo,6.0,Tiptronic,4x4,Black,12,BMW X5,60273
23521,629,2015,Jeep,Yes,Petrol,1.6 Turbo,4.0,Tiptronic,Front,Carnelian red,15,NISSAN Juke,47286
27435,501,2014,Hatchback,Yes,Petrol,1.5,4.0,Automatic,Front,White,4,HONDA FIT,67729
10506,761,2010,Goods wagon,Yes,Diesel,1.8 Turbo,4.0,Manual,Front,Red,4,FORD Transit Connect,52817
22433,777,2014,Jeep,Yes,Diesel,2.5,4.0,Automatic,Front,Silver,4,HYUNDAI H1,46112
9095,0,1999,Sedan,Yes,Petrol,2.4,6.0,Manual,Rear,Silver,6,MERCEDES-BENZ E 240,16280
11604,0,2006,Sedan,No,Hybrid,1.5,4.0,Automatic,Front,Grey,4,TOYOTA Prius,205760
28241,730,2016,Jeep,Yes,Diesel,1.6,4.0,Automatic,Front,Silver,4,SSANGYONG Actyon,112971
34419,891,2016,Sedan,Yes,Petrol,2,4.0,Automatic,Front,White,4,CHEVROLET Malibu,66264
25089,986,2010,Microbus,No,Diesel,2.4 Turbo,4.0,Manual,Rear,White,2,FORD Transit,76429
10820,919,2012,Jeep,Yes,Diesel,3,6.0,Automatic,4x4,Black,0,BMW X5,142894
18503,481,2017,Sedan,Yes,Hybrid,2,4.0,Automatic,Front,White,12,FORD Fusion,46974
78403,0,2014,Jeep,Yes,Diesel,3,6.0,Tiptronic,4x4,Black,12,TOYOTA Land Cruiser Prado,88235
10036,0,2003,Universal,No,LPG,2.4,4.0,Automatic,Front,White,0,MITSUBISHI Outlander,124274
29793,1051,2016,Jeep,No,Petrol,2.4,4.0,Variator,4x4,Black,0,HONDA Cr-v,13919
9722,609,2018,Sedan,Yes,Hybrid,2.5,4.0,Automatic,Front,Black,12,TOYOTA Camry,79234
27924,880,2018,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,White,4,HYUNDAI Elantra,32933
14113,915,2014,Jeep,Yes,Diesel,3,6.0,Automatic,4x4,White,0,BMW X5,68795
1646,1399,2010,Sedan,Yes,Petrol,3.5,6.0,Automatic,4x4,White,12,MERCEDES-BENZ E 350,127983
12074,583,2011,Sedan,Yes,Diesel,1.6,4.0,Automatic,Front,Black,4,HYUNDAI Accent,188933
21953,640,2013,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Silver,4,SSANGYONG REXTON,178970
7200,0,2000,Jeep,No,CNG,2.5,4.0,Manual,4x4,Golden,4,SUBARU Forester,92612
16621,0,2011,Sedan,Yes,Petrol,2.0 Turbo,4.0,Manual,Front,White,6,VOLKSWAGEN CC 2.0 T,85749
6272,0,2005,Sedan,No,Petrol,2.3,6.0,Automatic,Front,Black,6,NISSAN Teana,106876
17562,765,2015,Coupe,Yes,Petrol,2,4.0,Automatic,Rear,Grey,12,SUBARU BRZ,37115
1411,640,2013,Sedan,Yes,Petrol,2,4.0,Automatic,Front,Red,0,SUZUKI SX4,120238
18117,707,2011,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Silver,4,HYUNDAI Tucson,112561
19130,474,2013,Hatchback,No,Plug-in Hybrid,1.4,4.0,Automatic,Front,Black,12,CHEVROLET Volt,64001
15612,687,2010,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,White,4,HYUNDAI Elantra,86013
12544,0,2004,Jeep,Yes,LPG,3,6.0,Tiptronic,4x4,White,12,VOLKSWAGEN Touareg,109361
15994,0,2010,Sedan,No,Hybrid,1.8,4.0,Variator,Front,Blue,6,TOYOTA Prius,90099
4077,780,2019,Sedan,Yes,Petrol,1.4,4.0,Automatic,Front,Black,12,CHEVROLET 1500,766
1646,836,2010,Sedan,Yes,Petrol,2,4.0,Automatic,Front,Blue,12,HYUNDAI Elantra,106878
35124,777,2014,Jeep,No,Petrol,2.5,4.0,Tiptronic,Front,White,12,TOYOTA RAV 4,34175
12858,765,2015,Jeep,Yes,Petrol,2,4.0,Automatic,Front,Black,0,MERCEDES-BENZ GLA 250,99375
4704,790,2009,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Silver,4,CHEVROLET Cruze,31410
19130,0,2012,Coupe,No,Petrol,3.7 Turbo,6.0,Automatic,Rear,Red,8,FORD Mustang,66487
2430,2151,2009,Jeep,Yes,Petrol,4.7,8.0,Automatic,4x4,Black,0,LEXUS GX 470,164253
30351,639,2014,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Grey,4,HYUNDAI Tucson,83730
11290,0,2011,Sedan,No,Petrol,2.5,6.0,Variator,Front,White,6,NISSAN Teana,68351
6272,2297,2016,Jeep,Yes,Petrol,5.5,8.0,Automatic,4x4,Black,0,MERCEDES-BENZ GLE 63 AMG,10926
35839,690,2016,Hatchback,Yes,Petrol,1.5,4.0,Automatic,Front,Blue,4,HONDA FIT,6062
73071,1646,2015,Jeep,Yes,Petrol,4.6,8.0,Automatic,4x4,Black,0,LEXUS GX 460,116866
16308,531,2012,Jeep,No,Petrol,1.6,4.0,Tiptronic,4x4,Silver,12,NISSAN Juke,72079
98282,1714,2017,Jeep,Yes,Petrol,3.5,4.0,Automatic,Front,White,4,FORD Explorer,12427
21953,730,2016,Jeep,Yes,Petrol,1.6,4.0,Automatic,4x4,White,0,FORD Escape,58657
8467,0,1999,Jeep,Yes,Petrol,5.9,8.0,Automatic,4x4,Black,12,JEEP Grand Cherokee Saiubileo,12427
47042,0,2013,Minivan,Yes,Diesel,2.2,4.0,Manual,Rear,Silver,6,MERCEDES-BENZ Viano,217480
35902,891,2016,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Black,4,HYUNDAI Santa FE,122084
20698,0,2007,Universal,No,Diesel,2.2 Turbo,4.0,Automatic,Rear,Silver,4,MERCEDES-BENZ E 220,136702
8781,0,2002,Minivan,No,CNG,1.6,4.0,Manual,Front,Silver,10,OPEL Zafira,1864
13485,0,2014,Coupe,Yes,Petrol,1,3.0,Automatic,Rear,Silver,4,MERCEDES-BENZ Smart Fortwo,5592
4077,1363,2012,Jeep,Yes,Petrol,4.6,8.0,Automatic,4x4,Black,0,LEXUS GX 460,93770
6272,893,2008,Hatchback,Yes,Diesel,1.6,4.0,Automatic,Front,Grey,4,HYUNDAI I30,50908
5175,0,2003,Sedan,No,CNG,2.5,6.0,Tiptronic,Rear,Silver,4,NISSAN Skyline,122410
49165,696,2013,Jeep,Yes,Diesel,2.2,4.0,Automatic,Front,Silver,4,HYUNDAI Santa FE,80107
18817,639,2014,Sedan,Yes,Petrol,2,4.0,Automatic,4x4,Black,0,AUDI A6,173811
7840,761,2010,Hatchback,No,Petrol,1.8,4.0,Automatic,Front,Sky blue,8,NISSAN Tiida,82357
35736,777,2014,Minivan,Yes,Diesel,2.5,4.0,Automatic,Front,Yellow,4,HYUNDAI H1,68651
16480,1347,2008,Universal,Yes,Diesel,2.5,4.0,Automatic,Front,Silver,4,HYUNDAI H1,152933
16778,862,2011,Minivan,Yes,Diesel,2.5,4.0,Automatic,Front,White,4,HYUNDAI H1,28573
19121,583,2011,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Silver,4,HYUNDAI Elantra,82482
14715,836,2010,Sedan,Yes,Petrol,2,4.0,Automatic,Front,White,4,HYUNDAI Sonata,96217
18117,502,2013,Hatchback,Yes,Petrol,1.5,4.0,Automatic,Front,Grey,4,TOYOTA Aqua,42875
23521,765,2015,Sedan,Yes,Petrol,2,4.0,Tiptronic,Front,Grey,12,FORD Fusion TITANIUM,48113
28589,639,2014,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Silver,4,CHEVROLET Captiva,52148
11917,0,2005,Jeep,Yes,Petrol,2,4.0,Automatic,4x4,White,6,NISSAN X-Trail,85409
2979,640,2013,Jeep,Yes,Petrol,2,4.0,Automatic,Front,Silver,12,MITSUBISHI Outlander,64071
10349,475,2012,Coupe,No,Petrol,1.4,4.0,Tiptronic,Front,White,6,FIAT 500 Sport,79535
21796,639,2014,Hatchback,Yes,Diesel,2.0 Turbo,4.0,Manual,Front,Blue,8,VOLKSWAGEN Golf TDI,32151
12544,639,2014,Hatchback,No,Petrol,2,4.0,Automatic,Front,Silver,0,FORD Focus,64199
20385,585,2013,Sedan,No,Hybrid,1.8,4.0,Automatic,Front,Blue,6,TOYOTA Prius,64001
21012,777,2014,Sedan,Yes,Petrol,2.5,4.0,Automatic,Front,Grey,8,TOYOTA Camry sport,86992
16935,640,2013,Hatchback,Yes,Hybrid,2,4.0,Tiptronic,Front,Black,12,FORD C-MAX,69262
17876,0,2014,Hatchback,No,Petrol,1.8,8.0,Tiptronic,Front,Red,8,HYUNDAI Elantra,42750
24618,1324,2010,Jeep,Yes,Hybrid,3.3,4.0,Tiptronic,4x4,White,8,TOYOTA Highlander,82396
22947,642,2012,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Silver,4,HYUNDAI Tucson,112152
7213,0,2003,Hatchback,No,CNG,1.4,4.0,Manual,Front,Blue,4,MAZDA Demio evropuli,114954
21012,1249,2017,Sedan,Yes,Petrol,2.5,4.0,Automatic,Front,Red,8,MAZDA Mazda 6 TOURING,46909
8000,0,1998,Minivan,No,CNG,2.3,4.0,Manual,Front,Silver,5,MERCEDES-BENZ Vito,186411
6586,1190,2014,Sedan,Yes,Petrol,4,6.0,Automatic,Rear,Silver,12,TOYOTA Tacoma,0
14426,0,2008,Hatchback,Yes,Hybrid,1.5,4.0,Variator,Front,White,4,TOYOTA Prius,224688
18000,0,2013,Coupe,No,Petrol,1.4 Turbo,4.0,Manual,Front,White,4,FIAT 500 Abarth,88235
37229,891,2016,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Black,4,HYUNDAI Tucson,92789
18240,583,2011,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,White,4,HYUNDAI Elantra,100363
11133,394,2014,Sedan,Yes,Hybrid,2.5,4.0,Automatic,Front,Black,12,TOYOTA Camry,111462
15994,0,2012,Hatchback,No,Hybrid,1.5,4.0,Variator,Front,Yellow,2,TOYOTA Aqua,119925
19456,642,2012,Jeep,Yes,Diesel,2,4.0,Automatic,Front,White,4,HYUNDAI Tucson,119635
37633,640,2013,Jeep,Yes,Petrol,2.0 Turbo,4.0,Tiptronic,4x4,Brown,0,BMW X3,124274
47042,0,2009,Microbus,Yes,Diesel,3.0 Turbo,6.0,Tiptronic,Rear,White,2,MERCEDES-BENZ Sprinter,18641
17876,753,2012,Sedan,Yes,Hybrid,2.4,4.0,Tiptronic,Front,Black,12,HYUNDAI Sonata,81400
18503,2148,2010,Sedan,Yes,Petrol,5.5,8.0,Tiptronic,Rear,Black,12,MERCEDES-BENZ CLS 550 550,93281
7840,0,1998,Goods wagon,No,Petrol,1.6,4.0,Manual,Front,Blue,4,OPEL Astra,142915
16935,1017,2017,Sedan,Yes,LPG,2,4.0,Automatic,Front,White,4,HYUNDAI Sonata,141617
14269,1324,2010,Jeep,Yes,Hybrid,3.3,6.0,Automatic,4x4,Blue,12,TOYOTA Highlander,186639
6272,530,2013,Jeep,Yes,Petrol,1.6,4.0,Automatic,Front,Black,0,NISSAN Juke,193941
26657,784,2017,Jeep,No,Petrol,1.5 Turbo,4.0,Automatic,Front,Blue,10,CHEVROLET Equinox LT,19266
14113,0,2013,Sedan,No,Petrol,1.4 Turbo,4.0,Tiptronic,Front,Silver,12,CHEVROLET Cruze,130488
8781,1275,2019,Sedan,Yes,Petrol,2.4,4.0,Automatic,Front,Grey,12,HYUNDAI Santa FE,28747
13184,502,2013,Hatchback,Yes,Petrol,1.5,4.0,Automatic,Front,White,4,TOYOTA Aqua,77671
5018,1624,2009,Sedan,Yes,Diesel,3.5,6.0,Automatic,Rear,Black,12,MERCEDES-BENZ E 350,67816
49058,1091,2016,Sedan,Yes,Petrol,2.5,4.0,Automatic,Front,Silver,4,CHEVROLET Impala,45452
15681,781,2012,Sedan,Yes,Petrol,2.5,4.0,Tiptronic,Front,Grey,8,VOLKSWAGEN Passat,1250
3200,0,1998,Sedan,No,CNG,3,6.0,Automatic,Front,Golden,4,FORD Taurus,99419
18817,640,2013,Sedan,Yes,Petrol,2.0 Turbo,4.0,Tiptronic,Front,Blue,6,HYUNDAI Sonata,42253
61154,1646,2015,Jeep,Yes,Petrol,4.6,8.0,Automatic,4x4,Silver,0,LEXUS GX 470,169941
37066,880,2018,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,White,4,HYUNDAI Elantra,12669
5959,0,2000,Jeep,No,Petrol,1.8,6.0,Manual,Front,Black,0,OPEL Vectra,130488
15053,0,2014,Hatchback,No,Hybrid,1.5,4.0,Automatic,Front,White,7,TOYOTA Aqua,7332
11917,1062,2006,Sedan,No,Diesel,1.4 Turbo,4.0,Automatic,Front,Grey,6,TOYOTA Corolla,100662
18422,501,2014,Hatchback,Yes,Petrol,1.5,4.0,Automatic,Front,Silver,4,TOYOTA Aqua,22245
28852,0,2015,Jeep,No,Petrol,2.4,4.0,Tiptronic,Front,Grey,12,JEEP Cherokee,104390
3000,0,2004,Hatchback,No,Petrol,1.3,2.0,Automatic,Front,White,6,HONDA FIT,6904
10697,363,2014,Hatchback,Yes,Petrol,1,4.0,Automatic,Front,Grey,4,CHEVROLET Spark,59092
16935,503,2012,Hatchback,No,Hybrid,1.5,4.0,Automatic,Front,Red,12,TOYOTA Prius C,66487
7213,0,2002,Coupe,Yes,Petrol,2.3,4.0,Tiptronic,Rear,Silver,6,MERCEDES-BENZ C 230,97555
14740,0,1998,Jeep,Yes,CNG,5.4,8.0,Automatic,4x4,White,8,LINCOLN Navigator,72576
20171,707,2011,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Black,4,SSANGYONG REXTON,92228
26149,707,2011,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Grey,4,HYUNDAI Tucson,78492
14113,650,2016,Sedan,No,Petrol,1.4 Turbo,4.0,Tiptronic,Front,White,12,CHEVROLET Cruze LT,47846
18189,584,2014,Sedan,Yes,Petrol,1.8 Turbo,4.0,Automatic,Front,Black,8,VOLKSWAGEN Jetta,40762
21031,639,2014,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Black,4,SSANGYONG Korando,79920
21169,1017,2017,Jeep,No,Petrol,2,4.0,Automatic,Front,Blue,8,MITSUBISHI Outlander SE,25899
16308,0,2002,Sedan,Yes,Diesel,2.7 Turbo,5.0,Tiptronic,Rear,Black,10,MERCEDES-BENZ E 270 AVANGARDI,154100
29793,0,2008,Jeep,Yes,Hybrid,3.3,6.0,Automatic,4x4,Silver,12,TOYOTA Highlander,1246
13877,586,2012,Sedan,Yes,Petrol,1.8,4.0,Automatic,Front,White,4,CHEVROLET Cruze,78293
25086,0,2008,Sedan,Yes,Petrol,3.5,6.0,Tiptronic,Rear,Grey,12,LEXUS GS 350,82332
5959,0,2003,Goods wagon,No,Petrol,2.5,6.0,Tiptronic,Front,Silver,10,NISSAN Wingroad,0
24462,810,2016,Sedan,Yes,Petrol,1.8 Turbo,4.0,Automatic,Front,White,10,VOLKSWAGEN Passat R-line,30407
14740,2469,2004,Jeep,Yes,Petrol,3,6.0,Automatic,4x4,Golden,0,BMW X5 e53,198839
40769,456,2015,Sedan,Yes,Hybrid,2.5,4.0,Automatic,Front,Black,12,TOYOTA Camry XLE,0
42692,640,2013,Jeep,Yes,Diesel,2,4.0,Automatic,Front,White,4,SSANGYONG REXTON,65809
51746,1104,2015,Jeep,Yes,Petrol,3.0 Turbo,6.0,Tiptronic,4x4,White,12,BMW X5,68599
1333,1172,2011,Jeep,Yes,Petrol,3.5,6.0,Automatic,4x4,Silver,12,LEXUS RX 350,161079
1333,949,2010,Hatchback,Yes,Petrol,2.3,4.0,Automatic,Front,Black,12,MAZDA Eunos 500,118750
14269,761,2010,Hatchback,No,Hybrid,1.8,4.0,Variator,Front,White,12,TOYOTA Prius,130488
42808,1327,2018,Sedan,Yes,Petrol,2.5,4.0,Automatic,Front,Black,8,TOYOTA Camry SE,15150
44517,1091,2016,Universal,Yes,Diesel,2.5,4.0,Automatic,Front,Grey,4,HYUNDAI H1,77490
6586,1760,2017,Sedan,Yes,Petrol,3.6,6.0,Automatic,Front,Grey,12,CHRYSLER Pacifica,19318
8154,0,2001,Goods wagon,No,Diesel,1.9 Turbo,4.0,Manual,Front,Carnelian red,2,FIAT Doblo,165285
41811,831,2017,Jeep,Yes,Petrol,1.6,4.0,Automatic,Front,Grey,4,SSANGYONG Actyon,33437
8467,658,2009,Hatchback,No,Hybrid,1.3,4.0,Tiptronic,Front,Silver,8,HONDA Insight,96313
5300,0,2007,Sedan,Yes,Petrol,3.0 Turbo,6.0,Automatic,Rear,Silver,3,BMW 335,621
11917,0,2007,Sedan,No,Hybrid,1.5,4.0,Automatic,Front,Sky blue,5,TOYOTA Prius,197845
21639,810,2016,Sedan,No,Petrol,1.8,4.0,Automatic,Front,Grey,10,TOYOTA Corolla,81400
5645,1324,2010,Jeep,Yes,Hybrid,3.3,6.0,Automatic,4x4,White,12,TOYOTA Highlander,164587
26657,1018,2011,Sedan,Yes,Petrol,3.0 Turbo,6.0,Tiptronic,Rear,Black,12,BMW 740,95691
5018,1646,2015,Jeep,Yes,Petrol,4.6,8.0,Automatic,4x4,Black,0,LEXUS GX 460,116866
3136,781,2012,Sedan,Yes,Hybrid,2.5,4.0,Automatic,Front,White,12,TOYOTA Camry,99033
38260,640,2013,Universal,Yes,Petrol,2.0 Turbo,4.0,Tiptronic,4x4,Black,8,AUDI Allroad,72700
10663,765,2015,Sedan,Yes,LPG,2,4.0,Automatic,Front,Silver,4,HYUNDAI Sonata,172880
26475,707,2011,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Silver,4,HYUNDAI Tucson,93943
19707,1273,2009,Jeep,Yes,Diesel,2.7,4.0,Automatic,Front,Black,4,SSANGYONG REXTON,105849
9565,915,2014,Hatchback,Yes,Petrol,3,6.0,Automatic,4x4,Grey,0,AUDI A7,118914
23521,1197,2012,Jeep,No,Petrol,4,6.0,Tiptronic,4x4,Grey,6,NISSAN X-Terra,126263
8000,1266,2014,Hatchback,No,Hybrid,1.5,4.0,Automatic,Front,White,6,TOYOTA Aqua,75807
21639,1399,2010,Sedan,Yes,Petrol,3.5,6.0,Tiptronic,Rear,Blue,8,MERCEDES-BENZ E 350 212,83885
6586,0,2004,Jeep,Yes,Petrol,2,4.0,Manual,Front,Silver,4,LAND ROVER Freelander,93206
76835,0,2012,Sedan,Yes,Petrol,4.8,8.0,Tiptronic,Rear,Black,8,PORSCHE Panamera S,55923
5645,0,2002,Sedan,No,Petrol,1.3,4.0,Automatic,Front,Red,0,HONDA FIT,161556
38894,640,2013,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Silver,4,HYUNDAI Santa FE,80107
